"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000002669",849.632518913122,-0.700640250935463,0.170525494063216,-4.10871262848079,3.97870787650008e-05,0.0048057107279726
"ENSPFOG00000003260",1689.24957549837,-1.24303183053943,0.313430896876707,-3.96588799293898,7.31231972194017e-05,0.0072381264291517
"ENSPFOG00000003942",1477.45509796301,-2.79717924018503,0.647884366583333,-4.31740505630066,1.57874281485308e-05,0.00299400459803727
"ENSPFOG00000006772",5320.82682222432,-3.04432037535662,0.763636842781479,-3.98660751394335,6.70247631372728e-05,0.0068003324679077
"ENSPFOG00000008424",46.2623129328136,-3.18630823743239,0.770914595773238,-4.13315334137172,3.57819824107765e-05,0.00458122469700859
"ENSPFOG00000009228",4777.84177742933,0.260497450367098,0.0835642920536862,3.11732971063454,0.00182497344382191,0.0495747806185198
"ENSPFOG00000001972",733.032640146522,-1.1776153373427,0.208263235749302,-5.65445616508264,1.56340490081471e-08,2.44035478825632e-05
"ENSPFOG00000002265",3414.32428462966,-0.433131939405735,0.138279857016084,-3.13228512635325,0.00173451338709865,0.0480829858620297
"ENSPFOG00000004154",1755.26748847985,0.194709115091958,0.0607933280941494,3.2028040114931,0.00136096567630386,0.0417170929056767
"ENSPFOG00000006223",3618.34871161189,-0.460349107594887,0.123147312172736,-3.73819858081163,0.000185343528621674,0.0129689340785897
"ENSPFOG00000008920",46.3049805540594,-1.05717673260788,0.336070123483929,-3.14570281240259,0.00165688272662527,0.0468265519340946
"ENSPFOG00000011067",1513.50522907317,0.314411513379748,0.0892096577043349,3.52441116209405,0.000424425107111082,0.0212324298053892
"ENSPFOG00000013463",3802.73959543214,-0.593556392875061,0.157989419214822,-3.75693762167697,0.000172005349573669,0.0125819554652564
"ENSPFOG00000013773",11011.4358648455,-0.494260508901846,0.114282646263034,-4.32489555557065,1.52604147408131e-05,0.0029213616596281
"ENSPFOG00000014287",6825.79774204705,-0.544872666033124,0.123895726180862,-4.39783261964761,1.09337245573695e-05,0.00233544356545412
"ENSPFOG00000011897",192.401459136593,-0.893347986554265,0.243593703409455,-3.6673689592569,0.000245059066748382,0.015443287523162
"ENSPFOG00000011977",242.01624262304,-1.12891189384114,0.275075627615981,-4.10400551886463,4.06057769327395e-05,0.00487557648236183
"ENSPFOG00000002765",5650.65809960544,-0.584398485875378,0.148540981630814,-3.9342575998848,8.34542427469311e-05,0.00784006247139225
"ENSPFOG00000012843",1988.23480384067,0.192020567075985,0.0606597373088405,3.16553575064692,0.00154797637948771,0.044646489300598
